movie_odid,display_name,chart_type,chart_date,ranked,rank,previous_rank,revenue,estimated,tickets,theaters,total_revenue,total_tickets,days_in_release
140090100,Frankenweenie,Daily,2012-10-12,1,8,5,1801916,0,227228,3005,16822584,2121386,8
140090100,Frankenweenie,Daily,2012-10-13,1,7,8,3093876,0,390148,3005,19916460,2511534,9
140090100,Frankenweenie,Daily,2012-10-14,1,7,7,2158542,0,272199,3005,22075002,2783733,10
140090100,Frankenweenie,Daily,2012-10-15,1,8,7,453888,0,57237,3005,22528890,2840970,11
140090100,Frankenweenie,Daily,2012-10-16,1,8,8,475800,0,60000,3005,23004690,2900970,12
140090100,Frankenweenie,Daily,2012-10-17,1,8,8,419377,0,52885,3005,23424067,2953855,13
140090100,Frankenweenie,Daily,2012-10-18,1,8,8,485354,0,61205,3005,23909421,3015060,14
140090100,Frankenweenie,Daily,2012-10-19,1,10,8,1161701,0,146494,2362,25071122,3161554,15
140090100,Frankenweenie,Daily,2012-10-20,1,9,10,1902477,0,239909,2362,26973599,3401463,16
140090100,Frankenweenie,Daily,2012-10-21,1,9,9,1265180,0,159544,2362,28238779,3561007,17
140090100,Frankenweenie,Daily,2012-10-22,1,11,9,267945,0,33789,2362,28506724,3594796,18
140090100,Frankenweenie,Daily,2012-10-23,1,11,11,299508,0,37769,2362,28806232,3632565,19
140090100,Frankenweenie,Daily,2012-10-24,1,11,11,251212,0,31679,2362,29057444,3664244,20
140090100,Frankenweenie,Daily,2012-10-25,1,11,11,284963,0,35935,2362,29342407,3700179,21
140090100,Frankenweenie,Daily,2012-10-26,1,14,11,607569,0,76617,1738,29949976,3776796,22
140090100,Frankenweenie,Daily,2012-10-27,0,12,14,1044356,0,131697,1738,30994332,3908493,23
140090100,Frankenweenie,Daily,2012-10-28,1,12,12,804425,0,101441,1738,31798757,4009934,24
140100100,John Carter,Daily,2012-03-09,1,1,0,9811935,0,1237318,3749,9811935,1237318,1
140100100,John Carter,Daily,2012-03-10,1,2,1,12327417,0,1554529,3749,22139352,2791848,2
140100100,John Carter,Daily,2012-03-11,1,2,2,8040836,0,1013977,3749,30180188,3805824,3
140100100,John Carter,Daily,2012-03-12,1,2,2,2534120,0,319561,3749,32714308,4125386,4
140100100,John Carter,Daily,2012-03-13,1,2,2,2800948,0,353209,3749,35515256,4478595,5
140100100,John Carter,Daily,2012-03-14,1,2,2,2038339,0,257041,3749,37553595,4735636,6
140100100,John Carter,Daily,2012-03-15,1,2,2,2103858,0,265304,3749,39657453,5000940,7
140100100,John Carter,Daily,2012-03-16,1,3,2,3968487,0,500440,3749,43625940,5501380,8
140100100,John Carter,Daily,2012-03-17,1,3,3,5721170,0,721459,3749,49347110,6222839,9
140100100,John Carter,Daily,2012-03-18,1,3,3,3880138,0,489299,3749,53227248,6712137,10
140100100,John Carter,Daily,2012-03-19,1,3,3,1090084,0,137463,3749,54317332,6849601,11
140100100,John Carter,Daily,2012-03-20,1,3,3,1221862,0,154081,3749,55539194,7003681,12
140100100,John Carter,Daily,2012-03-21,1,3,3,932199,0,117553,3749,56471393,7121235,13
140100100,John Carter,Daily,2012-03-22,1,3,3,861987,0,108699,3749,57333380,7229934,14
140100100,John Carter,Daily,2012-03-23,1,4,3,1367110,0,172397,3212,58700490,7402332,15
140100100,John Carter,Daily,2012-03-24,1,4,4,2236991,0,282092,3212,60937481,7684424,16
140100100,John Carter,Daily,2012-03-25,1,4,4,1469731,0,185338,3212,62407212,7869762,17
140100100,John Carter,Daily,2012-03-26,1,4,4,424500,0,53531,3212,62831712,7923293,18
140100100,John Carter,Daily,2012-03-27,1,4,4,512303,0,64603,3212,63344015,7987896,19
140100100,John Carter,Daily,2012-03-28,1,4,4,423673,0,53427,3212,63767688,8041323,20
140100100,John Carter,Daily,2012-03-29,1,4,4,436651,0,55063,3212,64204339,8096386,21
140100100,John Carter,Daily,2012-03-30,1,6,4,544834,0,68705,2397,64749173,8165091,22
140100100,John Carter,Daily,2012-03-31,1,6,6,891823,0,112462,2397,65640996,8277553,23
140100100,John Carter,Daily,2012-04-01,1,6,6,592843,0,74760,2397,66233839,8352313,24
140100100,John Carter,Daily,2012-04-02,1,6,6,205261,0,25884,2397,66439100,8378197,25
140100100,John Carter,Daily,2012-04-03,1,6,6,274231,0,34581,2397,66713331,8412778,26
140100100,John Carter,Daily,2012-04-04,1,7,6,193582,0,24411,2397,66906913,8437189,27
140100100,John Carter,Daily,2012-04-05,1,7,7,246434,0,31076,2397,67153347,8468265,28
140100100,John Carter,Daily,2012-04-06,1,9,7,292732,0,36915,1015,67446079,8505180,29
140100100,John Carter,Daily,2012-04-07,1,9,9,327425,0,41289,1015,67773504,8546469,30
140100100,John Carter,Daily,2012-04-08,1,9,9,210148,0,26500,1015,67983652,8572969,31
140100100,John Carter,Daily,2012-04-09,1,8,9,121261,0,15291,1015,68104913,8588260,32
140100100,John Carter,Daily,2012-04-10,1,9,8,102917,0,12978,1015,68207830,8601238,33
140100100,John Carter,Daily,2012-04-11,1,9,9,95703,0,12068,1015,68303533,8613306,34
140100100,John Carter,Daily,2012-04-12,1,9,9,97478,0,12292,1015,68401011,8625598,35
140110100,Dolphin Tale,Daily,2011-09-23,1,3,0,5097129,0,639539,3507,5097129,639539,1
140110100,Dolphin Tale,Daily,2011-09-24,1,2,3,8636208,0,1083589,3507,13733337,1723129,2
140110100,Dolphin Tale,Daily,2011-09-25,1,2,2,5419064,0,679933,3507,19152401,2403062,3
140110100,Dolphin Tale,Daily,2011-09-26,1,4,2,744331,0,93392,3507,19896732,2496453,4
140110100,Dolphin Tale,Daily,2011-09-27,1,4,4,879063,0,110296,3507,20775795,2606750,5
140110100,Dolphin Tale,Daily,2011-09-28,1,3,4,833197,0,104542,3507,21608992,2711291,6
140110100,Dolphin Tale,Daily,2011-09-29,1,3,3,1662385,0,208580,3507,23271377,2919872,7
140110100,Dolphin Tale,Daily,2011-09-30,1,2,3,3486960,0,437511,3515,26758337,3357382,8
140110100,Dolphin Tale,Daily,2011-10-01,1,1,2,6522453,0,818376,3515,33280790,4175758,9
140110100,Dolphin Tale,Daily,2011-10-02,1,1,1,3903006,0,489712,3515,37183796,4665470,10
140110100,Dolphin Tale,Daily,2011-10-03,1,3,1,611019,0,77052,3515,37794815,4766055,11
140110100,Dolphin Tale,Daily,2011-10-04,1,3,3,784085,0,98876,3515,38578900,4864931,12
140110100,Dolphin Tale,Daily,2011-10-05,1,3,3,652271,0,82254,3515,39231171,4947184,13
140110100,Dolphin Tale,Daily,2011-10-06,1,3,3,678474,0,85558,3515,39909645,5032742,14
140110100,Dolphin Tale,Daily,2011-10-07,1,3,3,2408305,0,303695,3478,42317950,5336438,15
140110100,Dolphin Tale,Daily,2011-10-08,1,3,3,3952798,0,498461,3478,46270748,5834899,16
140110100,Dolphin Tale,Daily,2011-10-09,1,3,3,2769988,0,349305,3478,49040736,6184204,17
140110100,Dolphin Tale,Daily,2011-10-10,1,2,3,1715485,0,216328,3478,50756221,6400532,18
140110100,Dolphin Tale,Daily,2011-10-11,1,5,2,555417,0,70040,3478,51311638,6470572,19
140110100,Dolphin Tale,Daily,2011-10-12,1,5,5,467259,0,58923,3478,51778897,6529495,20
140110100,Dolphin Tale,Daily,2011-10-13,1,5,5,548084,0,69115,3478,52326981,6598610,21
140110100,Dolphin Tale,Daily,2011-10-14,1,6,5,1683409,0,212284,3286,54010390,6810894,22
140110100,Dolphin Tale,Daily,2011-10-15,1,5,6,2827395,0,356544,3286,56837785,7167438,23
140110100,Dolphin Tale,Daily,2011-10-16,1,4,5,1722381,0,217198,3286,58560166,7384636,24
140110100,Dolphin Tale,Daily,2011-10-17,1,7,4,362495,0,45712,3286,58922661,7430348,25
140110100,Dolphin Tale,Daily,2011-10-18,1,7,7,391490,0,49368,3286,59314151,7479716,26
140110100,Dolphin Tale,Daily,2011-10-19,1,7,7,388365,0,48974,3286,59702516,7528691,27
140110100,Dolphin Tale,Daily,2011-10-20,1,5,7,488159,0,61559,3286,60190675,7590249,28
140110100,Dolphin Tale,Daily,2011-10-21,1,7,5,1246449,0,157181,2828,61437124,7747431,29
140110100,Dolphin Tale,Daily,2011-10-22,1,6,7,1849605,0,233241,2828,63286729,7980672,30
140110100,Dolphin Tale,Daily,2011-10-23,1,5,6,1121206,0,141388,2828,64407935,8122060,31
140110100,Dolphin Tale,Daily,2011-10-24,1,9,5,231371,0,29177,2828,64639306,8151237,32
140110100,Dolphin Tale,Daily,2011-10-25,1,10,9,233263,0,29415,2828,64872569,8180652,33
140110100,Dolphin Tale,Daily,2011-10-26,1,9,10,231136,0,29147,2828,65103705,8209799,34
140110100,Dolphin Tale,Daily,2011-10-27,1,7,9,298159,0,37599,2828,65401864,8247398,35
140110100,Dolphin Tale,Daily,2011-10-28,1,12,7,445949,0,56236,1838,65847813,8303633,36
140110100,Dolphin Tale,Daily,2011-10-29,1,12,12,719515,0,90733,1838,66567328,8394367,37
140110100,Dolphin Tale,Daily,2011-10-30,1,12,12,467965,0,59012,1838,67035293,8453379,38
140110100,Dolphin Tale,Daily,2011-10-31,1,11,12,177143,0,22338,1838,67212436,8475717,39
140110100,Dolphin Tale,Daily,2011-11-01,0,13,11,140417,0,17707,1838,67352853,8493424,40
140110100,Dolphin Tale,Daily,2011-11-02,1,13,13,116229,0,14657,1838,67469082,8508081,41
140110100,Dolphin Tale,Daily,2011-11-03,1,12,13,126035,0,15893,1838,67595117,8523974,42
140110100,Dolphin Tale,Daily,2011-11-04,1,15,12,239013,0,30140,1105,67834130,8554115,43
140110100,Dolphin Tale,Daily,2011-11-05,1,14,15,478050,0,60284,1105,68312180,8614398,44
140110100,Dolphin Tale,Daily,2011-11-06,1,14,14,305203,0,38487,1105,68617383,8652886,45
140110100,Dolphin Tale,Daily,2011-11-07,1,15,14,63060,0,7952,1105,68680443,8660838,46
140110100,Dolphin Tale,Daily,2011-11-08,1,14,15,96487,0,12167,1105,68776930,8673005,47
140110100,Dolphin Tale,Daily,2011-11-09,0,16,14,58491,0,7376,1105,68835421,8680381,48
140110100,Dolphin Tale,Daily,2011-11-10,1,15,16,105357,0,13286,1105,68940778,8693667,49
140110100,Dolphin Tale,Daily,2011-11-11,0,15,15,257708,0,32498,705,69198486,8726165,50
140110100,Dolphin Tale,Daily,2011-11-12,0,15,15,267232,0,33699,705,69465718,8759864,51
140110100,Dolphin Tale,Daily,2011-11-13,0,15,15,168354,0,21230,705,69634072,8781094,52
140110100,Dolphin Tale,Daily,2011-11-14,0,22,15,29631,0,3737,705,69663703,8784830,53
140110100,Dolphin Tale,Daily,2011-11-15,0,23,22,31112,0,3923,705,69694815,8788753,54
140110100,Dolphin Tale,Daily,2011-11-16,0,23,23,28001,0,3531,705,69722816,8792284,55
140110100,Dolphin Tale,Daily,2011-11-17,0,23,23,33321,0,4202,705,69756137,8796486,56
140110100,Dolphin Tale,Daily,2011-11-18,0,22,23,59540,0,7508,388,69815677,8803995,57
140110100,Dolphin Tale,Daily,2011-11-19,0,19,22,118160,0,14900,388,69933837,8818895,58
140110100,Dolphin Tale,Daily,2011-11-20,0,19,19,83291,0,10503,388,70017128,8829398,59
140110100,Dolphin Tale,Daily,2011-11-21,0,17,19,41646,0,5252,388,70058774,8834650,60
140110100,Dolphin Tale,Daily,2011-11-22,0,17,17,52307,0,6596,388,70111081,8841246,61
140110100,Dolphin Tale,Daily,2011-11-23,0,20,17,44510,0,5613,216,70155591,8846859,62
140110100,Dolphin Tale,Daily,2011-11-24,0,27,20,21810,0,2750,216,70177401,8849609,63
140110100,Dolphin Tale,Daily,2011-11-25,0,25,27,71438,0,9009,216,70248839,8858618,64
140110100,Dolphin Tale,Daily,2011-11-26,0,25,25,72055,0,9086,216,70320894,8867704,65
140110100,Dolphin Tale,Daily,2011-11-27,0,25,25,42361,0,5342,216,70363255,8873046,66
140110100,Dolphin Tale,Daily,2011-11-28,0,27,25,9320,0,1175,216,70372575,8874221,67
140110100,Dolphin Tale,Daily,2011-11-29,0,28,27,8813,0,1111,216,70381388,8875333,68
140110100,Dolphin Tale,Daily,2011-11-30,0,29,28,8139,0,1026,216,70389527,8876359,69
140110100,Dolphin Tale,Daily,2011-12-01,0,28,29,10071,0,1270,216,70399598,8877629,70
140110100,Dolphin Tale,Daily,2011-12-02,0,19,28,82328,0,10382,410,70481926,8888011,71
140110100,Dolphin Tale,Daily,2011-12-03,0,18,19,139611,0,17605,410,70621537,8905616,72
140110100,Dolphin Tale,Daily,2011-12-04,0,18,18,93339,0,11770,410,70714876,8917387,73
140110100,Dolphin Tale,Daily,2011-12-05,0,20,18,19602,0,2472,410,70734478,8919859,74
140110100,Dolphin Tale,Daily,2011-12-06,0,22,20,24482,0,3087,410,70758960,8922946,75
140110100,Dolphin Tale,Daily,2011-12-07,0,22,22,19586,0,2470,410,70778546,8925416,76
140110100,Dolphin Tale,Daily,2011-12-08,0,22,22,20369,0,2569,410,70798915,8927984,77
140110100,Dolphin Tale,Daily,2011-12-09,0,19,22,69517,0,8766,342,70868432,8936751,78
140110100,Dolphin Tale,Daily,2011-12-10,0,16,19,126070,0,15898,342,70994502,8952648,79
140110100,Dolphin Tale,Daily,2011-12-11,0,19,16,74150,0,9351,342,71068652,8961999,80
140110100,Dolphin Tale,Daily,2011-12-12,0,21,19,16013,0,2019,342,71084665,8964018,81
140110100,Dolphin Tale,Daily,2011-12-13,0,22,21,18996,0,2395,342,71103661,8966414,82
140110100,Dolphin Tale,Daily,2011-12-14,0,23,22,16337,0,2060,342,71119998,8968474,83
140110100,Dolphin Tale,Daily,2011-12-15,0,23,23,17770,0,2241,342,71137768,8970715,84
140110100,Dolphin Tale,Daily,2011-12-16,0,22,23,47261,0,5960,281,71185029,8976675,85
140110100,Dolphin Tale,Daily,2011-12-17,0,20,22,87406,0,11022,281,71272435,8987697,86
140110100,Dolphin Tale,Daily,2011-12-18,0,20,20,58425,0,7368,281,71330860,8995064,87
140110100,Dolphin Tale,Daily,2011-12-19,0,20,20,39477,0,4978,281,71370337,9000042,88
140110100,Dolphin Tale,Daily,2011-12-20,0,18,20,56831,0,7167,281,71427168,9007209,89
140110100,Dolphin Tale,Daily,2011-12-21,0,20,18,39036,0,4923,250,71466204,9012132,90
140110100,Dolphin Tale,Daily,2011-12-22,0,21,20,44952,0,5669,250,71511156,9017800,91
140110100,Dolphin Tale,Daily,2011-12-23,0,26,21,39177,0,4940,188,71550333,9022741,92
140110100,Dolphin Tale,Daily,2011-12-24,0,26,26,17940,0,2262,188,71568273,9025003,93
140110100,Dolphin Tale,Daily,2011-12-25,0,30,26,18976,0,2393,188,71587249,9027396,94
140110100,Dolphin Tale,Daily,2011-12-26,0,30,30,49954,0,6299,188,71637203,9033695,95
140110100,Dolphin Tale,Daily,2011-12-27,0,24,30,56448,0,7118,188,71693651,9040813,96
140110100,Dolphin Tale,Daily,2011-12-28,0,24,24,57012,0,7189,188,71750663,9048003,97
140110100,Dolphin Tale,Daily,2011-12-29,0,23,24,61003,0,7693,188,71811666,9055696,98
140110100,Dolphin Tale,Daily,2011-12-30,0,27,23,64759,0,8166,188,71876425,9063862,99
140110100,Dolphin Tale,Daily,2011-12-31,0,26,27,46291,0,5837,188,71922716,9069699,100
140110100,Dolphin Tale,Daily,2012-01-01,0,30,26,41076,0,5180,188,71963792,9074879,101
140110100,Dolphin Tale,Daily,2012-01-02,0,27,30,52177,0,6580,188,72015969,9081459,102
140110100,Dolphin Tale,Daily,2012-01-03,0,23,27,24524,0,3093,188,72040493,9084551,103
140110100,Dolphin Tale,Daily,2012-01-04,0,27,23,15696,0,1979,188,72056189,9086531,104
140110100,Dolphin Tale,Daily,2012-01-05,0,27,27,14284,0,1801,188,72070473,9088332,105
140110100,Dolphin Tale,Daily,2012-01-06,0,34,27,22200,0,2799,149,72092673,9091132,106
140110100,Dolphin Tale,Daily,2012-01-07,0,27,34,45810,0,5777,149,72138483,9096908,107
140110100,Dolphin Tale,Daily,2012-01-08,0,30,27,27336,0,3447,149,72165819,9100355,108
140110100,Dolphin Tale,Daily,2012-01-09,0,30,30,5194,0,655,149,72171013,9101010,109
140110100,Dolphin Tale,Daily,2012-01-10,0,30,30,6544,0,825,149,72177557,9101836,110
140110100,Dolphin Tale,Daily,2012-01-11,0,31,30,5301,0,668,149,72182858,9102504,111
140110100,Dolphin Tale,Daily,2012-01-12,0,31,31,5358,0,676,149,72188216,9103180,112
140110100,Dolphin Tale,Daily,2012-01-13,0,37,31,8244,0,1040,91,72196460,9104219,113
140110100,Dolphin Tale,Daily,2012-01-14,0,35,37,18008,0,2271,91,72214468,9106490,114
140110100,Dolphin Tale,Daily,2012-01-15,0,37,35,14107,0,1779,91,72228575,9108269,115
140110100,Dolphin Tale,Daily,2012-01-16,0,31,37,19199,0,2421,91,72247774,9110690,116
140110100,Dolphin Tale,Daily,2012-01-17,0,35,31,2504,0,316,91,72250278,9111006,117
140110100,Dolphin Tale,Daily,2012-01-18,0,34,35,2194,0,277,91,72252472,9111283,118
140110100,Dolphin Tale,Daily,2012-01-19,0,34,34,2325,0,293,91,72254797,9111576,119
140110100,Dolphin Tale,Daily,2012-01-20,0,39,34,5063,0,638,63,72259860,9112214,120
140110100,Dolphin Tale,Daily,2012-01-21,0,37,39,12872,0,1623,63,72272732,9113838,121
140110100,Dolphin Tale,Daily,2012-01-22,0,38,37,6958,0,877,63,72279690,9114715,122
140110100,Dolphin Tale,Daily,2012-01-23,0,37,38,2202,0,278,63,72281892,9114993,123
140110100,Dolphin Tale,Daily,2012-01-24,0,37,37,1756,0,221,63,72283648,9115214,124
140110100,Dolphin Tale,Daily,2012-01-25,0,38,37,1330,0,168,63,72284978,9115382,125
140110100,Dolphin Tale,Daily,2012-01-26,0,36,38,1801,0,227,63,72286779,9115609,126
181330100,Penguins of Madagascar,Daily,2014-11-26,0,2,0,6138518,0,736917,3654,6138518,736917,1
181330100,Penguins of Madagascar,Daily,2014-11-27,0,2,2,3852885,0,462531,3654,9991403,1199448,2
181330100,Penguins of Madagascar,Daily,2014-11-28,1,2,2,10353640,0,1242934,3764,20345043,2442382,3
181330100,Penguins of Madagascar,Daily,2014-11-29,1,2,2,9595281,0,1151894,3764,29940324,3594276,4
181330100,Penguins of Madagascar,Daily,2014-11-30,1,2,2,5498523,0,660087,3764,35438847,4254363,5
181330100,Penguins of Madagascar,Daily,2014-12-01,1,4,2,810919,0,97349,3764,36249766,4351712,6
181330100,Penguins of Madagascar,Daily,2014-12-02,1,4,4,939641,0,112802,3764,37189407,4464514,7
181330100,Penguins of Madagascar,Daily,2014-12-03,1,4,4,651081,0,78161,3764,37840488,4542675,8
181330100,Penguins of Madagascar,Daily,2014-12-04,1,4,4,650048,0,78037,3764,38490536,4620712,9
181330100,Penguins of Madagascar,Daily,2014-12-05,1,3,4,2405901,0,288823,3775,40896437,4909535,10
181330100,Penguins of Madagascar,Daily,2014-12-06,1,2,3,5300379,0,636300,3775,46196816,5545835,11
181330100,Penguins of Madagascar,Daily,2014-12-07,1,2,2,3200750,0,384244,3775,49397566,5930079,12
181330100,Penguins of Madagascar,Daily,2014-12-08,1,4,2,470040,0,56427,3775,49867606,5986506,13
181330100,Penguins of Madagascar,Daily,2014-12-09,1,4,4,652140,0,78288,3775,50519746,6064794,14
181330100,Penguins of Madagascar,Daily,2014-12-10,1,4,4,508399,0,61032,3775,51028145,6125826,15
181330100,Penguins of Madagascar,Daily,2014-12-11,1,4,4,510564,0,61292,3775,51538709,6187118,16
181330100,Penguins of Madagascar,Daily,2014-12-12,1,4,4,1573175,0,188856,3667,53111884,6375974,17
181330100,Penguins of Madagascar,Daily,2014-12-13,1,3,4,3503849,0,420630,3667,56615733,6796604,18
181330100,Penguins of Madagascar,Daily,2014-12-14,1,3,3,2129269,0,255615,3667,58745002,7052219,19
181330100,Penguins of Madagascar,Daily,2014-12-15,1,6,3,388809,0,46676,3667,59133811,7098895,20
181330100,Penguins of Madagascar,Daily,2014-12-16,1,6,6,550240,0,66055,3667,59684051,7164950,21
181330100,Penguins of Madagascar,Daily,2014-12-17,1,4,6,461130,0,55358,3667,60145181,7220308,22
181330100,Penguins of Madagascar,Daily,2014-12-18,1,4,4,502280,0,60298,3312,60647461,7280606,23
181330100,Penguins of Madagascar,Daily,2014-12-19,1,9,4,879777,0,105615,2717,61527238,7386221,24
181330100,Penguins of Madagascar,Daily,2014-12-20,1,9,9,1459865,0,175254,2717,62987103,7561475,25
181330100,Penguins of Madagascar,Daily,2014-12-21,1,9,9,1136499,0,136434,2717,64123602,7697909,26
181330100,Penguins of Madagascar,Daily,2014-12-22,1,7,9,965012,0,115848,2717,65088614,7813757,27
181330100,Penguins of Madagascar,Daily,2014-12-23,1,7,7,1180182,0,141679,2717,66268796,7955436,28
181330100,Penguins of Madagascar,Daily,2014-12-24,0,7,7,674193,0,80936,2717,66942989,8036372,29
181330100,Penguins of Madagascar,Daily,2014-12-25,0,16,7,731472,0,87812,2033,67674461,8124184,30
181330100,Penguins of Madagascar,Daily,2014-12-26,1,14,16,1044666,0,125410,2033,68719127,8249594,31
181330100,Penguins of Madagascar,Daily,2014-12-27,1,13,14,1205622,0,144733,2033,69924749,8394327,32
181330100,Penguins of Madagascar,Daily,2014-12-28,0,12,13,1023846,0,122911,2033,70948595,8517238,33
181330100,Penguins of Madagascar,Daily,2014-12-29,1,12,12,964890,0,115833,2033,71913485,8633071,34
181330100,Penguins of Madagascar,Daily,2014-12-30,1,11,12,1202486,0,144356,2033,73115971,8777427,35
181330100,Penguins of Madagascar,Daily,2014-12-31,0,12,11,912251,0,109514,2033,74028222,8886941,36
181330100,Penguins of Madagascar,Daily,2015-01-01,1,12,12,1192791,0,143192,2033,75221013,9030133,37
181330100,Penguins of Madagascar,Daily,2015-01-02,1,13,12,1135493,0,136314,1585,76356506,8914343,38
181330100,Penguins of Madagascar,Daily,2015-01-03,1,13,13,1055298,0,126686,1585,77411804,9041029,39
181330100,Penguins of Madagascar,Daily,2015-01-04,1,13,13,704976,0,84631,1585,78116780,9125660,40
181330100,Penguins of Madagascar,Daily,2015-01-05,0,15,13,208647,0,25048,1585,78325427,9150708,41
181330100,Penguins of Madagascar,Daily,2015-01-06,0,16,15,124445,0,14939,1585,78449872,9165647,42
181330100,Penguins of Madagascar,Daily,2015-01-07,0,16,16,110567,0,13273,1585,78560439,9178920,43
181330100,Penguins of Madagascar,Daily,2015-01-08,0,16,16,117187,0,14068,1585,78677626,9192988,44
181330100,Penguins of Madagascar,Daily,2015-01-09,0,20,16,166729,0,20015,1057,78844355,9213003,45
181330100,Penguins of Madagascar,Daily,2015-01-10,1,15,20,602937,0,72381,1057,79447292,9285384,46
181330100,Penguins of Madagascar,Daily,2015-01-11,1,15,15,402714,0,48345,1057,79850006,9333729,47
181330100,Penguins of Madagascar,Daily,2015-01-12,0,21,15,55597,0,6674,1057,79905603,9340403,48
181330100,Penguins of Madagascar,Daily,2015-01-13,0,21,21,62334,0,7483,1057,79967937,9347886,49
181330100,Penguins of Madagascar,Daily,2015-01-14,0,21,21,52300,0,6279,1057,80020237,9354165,50
181330100,Penguins of Madagascar,Daily,2015-01-15,0,21,21,50011,0,6189,1057,80070248,9360354,51
181330100,Penguins of Madagascar,Daily,2015-01-16,0,23,21,100680,0,12130,417,80170928,9372484,52
181330100,Penguins of Madagascar,Daily,2015-01-17,0,22,23,246448,0,29693,417,80417376,9402177,53
181330100,Penguins of Madagascar,Daily,2015-01-18,0,21,22,172078,0,20732,417,80589454,9422909,54
181330100,Penguins of Madagascar,Daily,2015-01-19,0,21,21,200973,0,24214,417,80790427,9447123,55
181330100,Penguins of Madagascar,Daily,2015-01-20,0,23,21,34413,0,4146,417,80824840,9451269,56
181330100,Penguins of Madagascar,Daily,2015-01-21,0,23,23,23853,0,2874,417,80848693,9454143,57
181330100,Penguins of Madagascar,Daily,2015-01-22,0,23,23,25679,0,3094,417,80874372,9457237,58
181330100,Penguins of Madagascar,Daily,2015-01-23,0,26,23,80125,0,9654,321,80954497,9466891,59
181330100,Penguins of Madagascar,Daily,2015-01-24,0,24,26,196685,0,23697,321,81151182,9490588,60
181330100,Penguins of Madagascar,Daily,2015-01-25,0,23,24,117191,0,14119,321,81268373,9504707,61
181330100,Penguins of Madagascar,Daily,2015-01-26,0,27,23,22711,0,2736,321,81291084,9507443,62
181330100,Penguins of Madagascar,Daily,2015-01-27,0,27,27,23801,0,2868,321,81314885,9510311,63
181330100,Penguins of Madagascar,Daily,2015-01-28,0,27,27,19791,0,2384,321,81334676,9512695,64
181330100,Penguins of Madagascar,Daily,2015-01-29,0,27,27,19336,0,2330,321,81354012,9515025,65
181330100,Penguins of Madagascar,Daily,2015-01-30,0,25,27,81931,0,9871,296,81435943,9524896,66
181330100,Penguins of Madagascar,Daily,2015-01-31,0,23,25,193226,0,23280,296,81629169,9548176,67
181330100,Penguins of Madagascar,Daily,2015-02-01,0,23,23,73487,0,8854,296,81702656,9557030,68
181330100,Penguins of Madagascar,Daily,2015-02-02,0,24,23,27290,0,3288,296,81729946,9560318,69
181330100,Penguins of Madagascar,Daily,2015-02-03,0,25,24,25895,0,3120,296,81755841,9563438,70
181330100,Penguins of Madagascar,Daily,2015-02-04,0,28,25,16130,0,1943,296,81771971,9565381,71
181330100,Penguins of Madagascar,Daily,2015-02-05,0,27,28,18227,0,2196,296,81790198,9567577,72
181330100,Penguins of Madagascar,Daily,2015-02-06,0,24,27,60614,0,7303,257,81850812,9574880,73
181330100,Penguins of Madagascar,Daily,2015-02-07,0,23,24,145890,0,17577,257,81996702,9592457,74
181330100,Penguins of Madagascar,Daily,2015-02-08,0,23,23,86258,0,10393,257,82082960,9602850,75
181330100,Penguins of Madagascar,Daily,2015-02-09,0,24,23,22444,0,2704,257,82105404,9605554,76
181330100,Penguins of Madagascar,Daily,2015-02-10,0,24,24,18649,0,2247,257,82124053,9607801,77
181330100,Penguins of Madagascar,Daily,2015-02-11,0,25,24,16056,0,1934,257,82140109,9609735,78
181330100,Penguins of Madagascar,Daily,2015-02-12,0,24,25,19316,0,2327,257,82159425,9612062,79
181330100,Penguins of Madagascar,Daily,2015-02-13,0,27,24,40637,0,4896,222,82200062,9616958,80
181330100,Penguins of Madagascar,Daily,2015-02-14,0,24,27,107161,0,12911,222,82307223,9629869,81
181330100,Penguins of Madagascar,Daily,2015-02-15,0,24,24,70783,0,8528,222,82378006,9638397,82
181330100,Penguins of Madagascar,Daily,2015-02-16,0,21,24,72657,0,8754,222,82450663,9647151,83
181330100,Penguins of Madagascar,Daily,2015-02-17,0,26,21,19639,0,2366,222,82470302,9649517,84
181330100,Penguins of Madagascar,Daily,2015-02-18,0,26,26,17926,0,2160,222,82488228,9651677,85
181330100,Penguins of Madagascar,Daily,2015-02-19,0,25,26,20341,0,2451,222,82508569,9654128,86
181330100,Penguins of Madagascar,Daily,2015-02-20,0,29,25,39536,0,4763,204,82548105,9658891,87
181330100,Penguins of Madagascar,Daily,2015-02-21,0,26,29,72590,0,8746,204,82620695,9667637,88
181330100,Penguins of Madagascar,Daily,2015-02-22,0,23,26,50557,0,6091,204,82671252,9673728,89
181330100,Penguins of Madagascar,Daily,2015-02-23,0,28,23,8676,0,1045,204,82679928,9674773,90
181330100,Penguins of Madagascar,Daily,2015-02-24,0,29,28,9032,0,1088,204,82688960,9675861,91
181330100,Penguins of Madagascar,Daily,2015-02-25,0,28,29,8067,0,972,204,82697027,9676833,92
181330100,Penguins of Madagascar,Daily,2015-02-26,0,28,28,10840,0,1306,204,82707867,9678139,93
181330100,Penguins of Madagascar,Daily,2015-02-27,0,32,28,20784,0,2504,160,82728651,9680643,94
181330100,Penguins of Madagascar,Daily,2015-02-28,0,29,32,54259,0,6537,160,82782910,9687180,95
