movie_odid,display_name,chart_type,territory,chart_date,release,rank,previous_rank,revenue,currency,local_revenue,tickets,theaters,total_revenue,total_local_revenue,total_tickets,days_in_release
139980100,"The Twilight Saga: Breaking Dawn, Part 1",Weekend,Brazil,2012-11-23,"The Twilight Saga: Breaking Dawn, Part 1",18,0,2493,BRL,5203,635,1,32709792,68271878,0,374
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Argentina,2012-11-16,"The Twilight Saga: Breaking Dawn, Part 2",1,0,2564201,ARS,12295344,408311,241,2721436,13049286,0,4
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Argentina,2012-11-23,"The Twilight Saga: Breaking Dawn, Part 2",1,1,1294793,ARS,6243492,208084,221,4748196,22895801,0,11
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Argentina,2012-11-30,"The Twilight Saga: Breaking Dawn, Part 2",1,1,594462,ARS,2873035,97780,200,5852087,28283136,0,18
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Argentina,2012-12-07,"The Twilight Saga: Breaking Dawn, Part 2",2,1,367210,ARS,1785926,59571,170,6481260,31521608,0,25
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Argentina,2012-12-14,"The Twilight Saga: Breaking Dawn, Part 2",3,2,213048,ARS,1038950,33248,95,6873126,33517486,0,32
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Argentina,2012-12-21,"The Twilight Saga: Breaking Dawn, Part 2",3,3,118160,ARS,579338,18445,87,7098194,34802445,0,39
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Argentina,2012-12-28,"The Twilight Saga: Breaking Dawn, Part 2",3,3,147926,ARS,726657,22945,84,7305516,35886886,0,46
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Argentina,2013-01-04,"The Twilight Saga: Breaking Dawn, Part 2",7,3,75849,ARS,373746,11627,39,7325560,36096697,0,53
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Argentina,2013-01-11,"The Twilight Saga: Breaking Dawn, Part 2",10,7,16991,ARS,83970,2734,14,7390252,36522625,0,60
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Argentina,2013-01-18,"The Twilight Saga: Breaking Dawn, Part 2",12,10,3217,ARS,15923,743,5,7405322,36654122,0,67
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Argentina,2013-01-25,"The Twilight Saga: Breaking Dawn, Part 2",20,12,292,ARS,1450,41,1,7407557,36789632,0,74
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Argentina,2013-02-01,"The Twilight Saga: Breaking Dawn, Part 2",23,20,147,ARS,732,21,1,7303925,36373547,0,81
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Argentina,2013-02-08,"The Twilight Saga: Breaking Dawn, Part 2",22,23,212,ARS,1059,33,1,7304324,36503359,0,88
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Australia,2012-11-16,"The Twilight Saga: Breaking Dawn, Part 2",1,0,12991655,AUD,12591512,960827,655,12991655,12591512,0,4
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Australia,2012-11-23,"The Twilight Saga: Breaking Dawn, Part 2",2,1,4670014,AUD,4468269,348871,613,21123804,20211256,0,11
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Australia,2012-11-30,"The Twilight Saga: Breaking Dawn, Part 2",2,2,2352826,AUD,2256125,175429,492,25182452,24147453,0,18
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Australia,2012-12-07,"The Twilight Saga: Breaking Dawn, Part 2",3,2,1176004,AUD,1121555,87684,368,27263358,26001065,0,25
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Australia,2012-12-14,"The Twilight Saga: Breaking Dawn, Part 2",4,3,724828,AUD,686702,54044,311,28501140,27001980,0,32
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Australia,2013-01-04,"The Twilight Saga: Breaking Dawn, Part 2",10,0,33117,AUD,31680,2475,14,29637254,28350997,0,53
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Australia,2013-01-18,"The Twilight Saga: Breaking Dawn, Part 2",13,0,56748,AUD,54069,4242,16,574856,547723,0,67
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Austria,2012-11-23,"The Twilight Saga: Breaking Dawn, Part 2",1,0,1513435,EUR,1167918,138625,85,2575267,1987334,0,5
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Austria,2012-11-30,"The Twilight Saga: Breaking Dawn, Part 2",1,1,729095,EUR,560382,66316,85,3830250,2943930,0,12
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Austria,2012-12-07,"The Twilight Saga: Breaking Dawn, Part 2",1,1,351035,EUR,271245,32014,85,4388806,3391230,0,19
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Austria,2012-12-14,"The Twilight Saga: Breaking Dawn, Part 2",2,1,191177,EUR,145562,17575,85,4689294,3570428,0,26
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Austria,2012-12-28,"The Twilight Saga: Breaking Dawn, Part 2",5,0,103381,EUR,78197,9450,67,5068084,3833499,0,40
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Austria,2013-01-04,"The Twilight Saga: Breaking Dawn, Part 2",7,5,53121,EUR,40717,4786,45,5239087,4015760,0,47
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Austria,2013-01-11,"The Twilight Saga: Breaking Dawn, Part 2",10,7,22667,EUR,16975,2005,34,5275436,3950774,0,54
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Austria,2013-01-18,"The Twilight Saga: Breaking Dawn, Part 2",15,10,5709,EUR,4291,510,16,5285699,3973260,0,61
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Belgium,2012-11-16,"The Twilight Saga: Breaking Dawn, Part 2",1,0,2974292,EUR,2339281,333042,81,2974292,2339281,0,5
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Belgium,2012-11-23,"The Twilight Saga: Breaking Dawn, Part 2",1,1,1450826,EUR,1119602,162454,88,4714026,3637814,0,12
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Belgium,2012-11-30,"The Twilight Saga: Breaking Dawn, Part 2",1,1,719181,EUR,552763,79845,86,5604547,4307655,0,19
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Belgium,2012-12-07,"The Twilight Saga: Breaking Dawn, Part 2",1,1,351679,EUR,271742,39044,83,6022673,4653719,0,26
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Belgium,2012-12-14,"The Twilight Saga: Breaking Dawn, Part 2",2,1,258482,EUR,196808,28287,73,6334106,4822788,0,33
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Belgium,2012-12-21,"The Twilight Saga: Breaking Dawn, Part 2",5,2,250790,EUR,190475,27445,59,6687259,5078973,0,40
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Belgium,2013-01-04,"The Twilight Saga: Breaking Dawn, Part 2",9,0,196485,EUR,150606,21566,43,7340736,5626674,0,54
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Belgium,2013-01-11,"The Twilight Saga: Breaking Dawn, Part 2",11,9,47379,EUR,35482,5200,32,7397148,5539724,0,61
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Belgium,2013-01-18,"The Twilight Saga: Breaking Dawn, Part 2",13,11,26007,EUR,19549,2813,21,7423154,5579985,0,68
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Belgium,2013-01-25,"The Twilight Saga: Breaking Dawn, Part 2",16,13,20247,EUR,15048,2222,14,7453943,5539770,0,75
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Belgium,2013-02-01,"The Twilight Saga: Breaking Dawn, Part 2",22,16,7996,EUR,5840,850,7,7710493,5631744,0,82
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Belgium,2013-02-08,"The Twilight Saga: Breaking Dawn, Part 2",25,22,5486,EUR,4105,574,6,7716790,5773702,0,89
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Belgium,2013-02-15,"The Twilight Saga: Breaking Dawn, Part 2",23,25,8663,EUR,6483,907,4,7729440,5784713,0,96
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Belgium,2013-02-22,"The Twilight Saga: Breaking Dawn, Part 2",25,23,3234,EUR,2456,344,6,7733240,5873396,0,103
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Bolivia,2012-11-16,"The Twilight Saga: Breaking Dawn, Part 2",1,0,213027,BOB,1471931,47194,18,213027,1471931,0,4
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Bolivia,2012-11-23,"The Twilight Saga: Breaking Dawn, Part 2",1,1,109114,BOB,754152,24450,18,369842,2556200,0,11
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Bolivia,2012-11-30,"The Twilight Saga: Breaking Dawn, Part 2",2,1,58184,BOB,402034,12893,18,485818,3356857,0,18
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Bolivia,2012-12-07,"The Twilight Saga: Breaking Dawn, Part 2",2,2,45071,BOB,313685,9962,16,570589,3971185,0,25
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Bolivia,2012-12-14,"The Twilight Saga: Breaking Dawn, Part 2",3,2,28976,BOB,200213,6485,13,628440,4342269,0,32
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Bolivia,2012-12-21,"The Twilight Saga: Breaking Dawn, Part 2",3,3,19986,BOB,138095,4692,12,662959,4580782,0,39
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Bolivia,2012-12-28,"The Twilight Saga: Breaking Dawn, Part 2",4,3,15661,BOB,108218,3590,10,694282,4797489,0,46
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Bolivia,2013-01-04,"The Twilight Saga: Breaking Dawn, Part 2",7,4,10932,BOB,76520,2700,8,723412,5063595,0,53
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Bolivia,2013-01-11,"The Twilight Saga: Breaking Dawn, Part 2",7,7,5780,BOB,39937,1376,7,734684,5076373,0,60
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Bolivia,2013-01-18,"The Twilight Saga: Breaking Dawn, Part 2",11,7,709,BOB,4934,216,4,741367,5159692,0,67
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Brazil,2012-11-16,"The Twilight Saga: Breaking Dawn, Part 2",1,0,11829762,BRL,24583428,2021129,1212,17583410,36540084,0,4
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Brazil,2012-11-23,"The Twilight Saga: Breaking Dawn, Part 2",1,1,6572728,BRL,13718598,1119572,1205,33617208,70165837,0,11
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Brazil,2012-11-30,"The Twilight Saga: Breaking Dawn, Part 2",1,1,3741901,BRL,7902147,657395,951,39737256,83917137,0,18
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Brazil,2012-12-07,"The Twilight Saga: Breaking Dawn, Part 2",1,1,2325358,BRL,4836745,416242,807,44591648,92750628,0,25
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Brazil,2012-12-14,"The Twilight Saga: Breaking Dawn, Part 2",2,1,1100676,BRL,2292378,199245,557,47131024,98159784,0,32
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Brazil,2012-12-28,"The Twilight Saga: Breaking Dawn, Part 2",4,0,304308,BRL,622158,60318,253,49870664,101960573,0,46
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Brazil,2013-01-04,"The Twilight Saga: Breaking Dawn, Part 2",5,4,184119,BRL,374682,32914,142,52080132,105983069,0,53
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Brazil,2013-01-11,"The Twilight Saga: Breaking Dawn, Part 2",8,5,64609,BRL,131641,11617,73,52422928,106811716,0,60
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Brazil,2013-01-18,"The Twilight Saga: Breaking Dawn, Part 2",14,8,14689,BRL,30026,2747,44,52534968,107386728,0,67
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Brazil,2013-02-01,"The Twilight Saga: Breaking Dawn, Part 2",20,0,1458,BRL,2888,367,11,54247416,107464131,0,81
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Brazil,2013-02-22,"The Twilight Saga: Breaking Dawn, Part 2",30,0,24,BRL,47,12,2,54249028,106924834,0,102
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Bulgaria,2012-11-16,"The Twilight Saga: Breaking Dawn, Part 2",1,0,129284,BGN,198968,23691,26,129284,198968,0,3
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Bulgaria,2012-11-23,"The Twilight Saga: Breaking Dawn, Part 2",1,1,56658,BGN,85678,10773,26,250253,378433,0,10
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Bulgaria,2012-11-30,"The Twilight Saga: Breaking Dawn, Part 2",2,1,24340,BGN,36651,4605,26,306238,461133,0,17
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Bulgaria,2012-12-07,"The Twilight Saga: Breaking Dawn, Part 2",3,2,16147,BGN,24456,3054,22,335878,508721,0,24
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Bulgaria,2012-12-14,"The Twilight Saga: Breaking Dawn, Part 2",5,3,7498,BGN,11169,1411,13,354889,528643,0,31
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Bulgaria,2012-12-21,"The Twilight Saga: Breaking Dawn, Part 2",7,5,6309,BGN,9380,1261,12,368012,547123,0,38
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Bulgaria,2012-12-28,"The Twilight Saga: Breaking Dawn, Part 2",10,7,4660,BGN,6912,848,12,380816,564826,0,45
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Bulgaria,2013-01-04,"The Twilight Saga: Breaking Dawn, Part 2",13,10,1530,BGN,2293,386,12,389757,584168,0,52
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Bulgaria,2013-01-11,"The Twilight Saga: Breaking Dawn, Part 2",11,13,2201,BGN,3224,391,12,393456,576374,0,59
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Bulgaria,2013-01-18,"The Twilight Saga: Breaking Dawn, Part 2",16,11,442,BGN,650,102,12,394660,580308,0,66
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Chile,2012-11-16,"The Twilight Saga: Breaking Dawn, Part 2",1,0,1620306,CLP,785418381,224984,153,1620306,785418381,0,4
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Chile,2012-11-23,"The Twilight Saga: Breaking Dawn, Part 2",1,1,755228,CLP,361261652,113557,147,2824989,1351327273,0,11
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Chile,2012-11-30,"The Twilight Saga: Breaking Dawn, Part 2",2,1,441900,CLP,211936566,75913,120,3499438,1678340963,0,18
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Chile,2012-12-07,"The Twilight Saga: Breaking Dawn, Part 2",2,2,264202,CLP,126222347,45882,111,3880293,1853807653,0,25
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Chile,2012-12-14,"The Twilight Saga: Breaking Dawn, Part 2",3,2,142739,CLP,67729085,24530,82,4132863,1961026962,0,32
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Chile,2012-12-21,"The Twilight Saga: Breaking Dawn, Part 2",3,3,86460,CLP,41362084,14748,60,4297920,2056106017,0,39
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Chile,2013-01-04,"The Twilight Saga: Breaking Dawn, Part 2",4,0,32281,CLP,15294615,5571,16,4539902,2150988316,0,53
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Chile,2013-01-11,"The Twilight Saga: Breaking Dawn, Part 2",8,4,11865,CLP,5601451,2074,9,4571602,2158247361,0,60
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Chile,2013-01-18,"The Twilight Saga: Breaking Dawn, Part 2",14,8,1733,CLP,818234,333,3,4580827,2162832429,0,67
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Chile,2013-01-25,"The Twilight Saga: Breaking Dawn, Part 2",12,14,428,CLP,202080,74,1,4582279,2163518448,0,74
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Colombia,2012-11-16,"The Twilight Saga: Breaking Dawn, Part 2",1,0,2111538,COP,3854645981,525102,357,2111538,3854645981,0,3
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Colombia,2012-11-23,"The Twilight Saga: Breaking Dawn, Part 2",1,1,1083204,COP,1971816467,266803,286,4009683,7299048903,0,10
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Colombia,2012-11-30,"The Twilight Saga: Breaking Dawn, Part 2",2,1,608902,COP,1106055321,147920,243,5119533,9299504218,0,17
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Colombia,2012-12-07,"The Twilight Saga: Breaking Dawn, Part 2",2,2,335789,COP,604256671,82323,199,5773704,10389855406,0,24
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Colombia,2012-12-14,"The Twilight Saga: Breaking Dawn, Part 2",3,2,199121,COP,358509794,47432,111,6187739,11140788935,0,31
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Colombia,2012-12-21,"The Twilight Saga: Breaking Dawn, Part 2",4,3,158203,COP,281169857,36541,110,6480613,11517815916,0,38
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Colombia,2013-01-04,"The Twilight Saga: Breaking Dawn, Part 2",6,0,6205,COP,10955094,1547,9,6735109,11891015440,0,52
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Colombia,2013-01-11,"The Twilight Saga: Breaking Dawn, Part 2",9,6,2278,COP,4021115,1547,5,6743908,11904314031,0,59
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Colombia,2013-01-18,"The Twilight Saga: Breaking Dawn, Part 2",10,9,883,COP,1560705,210,3,6746508,11924469756,0,66
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Croatia,2012-11-16,"The Twilight Saga: Breaking Dawn, Part 2",1,0,323485,HRK,1918363,61995,29,323485,1918363,0,4
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Croatia,2012-11-23,"The Twilight Saga: Breaking Dawn, Part 2",1,1,131877,HRK,769410,25288,29,528712,3084664,0,11
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Croatia,2012-11-30,"The Twilight Saga: Breaking Dawn, Part 2",2,1,58269,HRK,337756,11120,29,624879,3622111,0,18
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Croatia,2012-12-07,"The Twilight Saga: Breaking Dawn, Part 2",3,2,20900,HRK,121546,4270,20,659416,3834900,0,25
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Croatia,2012-12-14,"The Twilight Saga: Breaking Dawn, Part 2",3,3,15920,HRK,91220,3332,20,682041,3908027,0,32
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Croatia,2012-12-28,"The Twilight Saga: Breaking Dawn, Part 2",8,0,7204,HRK,41170,1794,10,703240,4018946,0,46
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Croatia,2013-01-04,"The Twilight Saga: Breaking Dawn, Part 2",10,8,4465,HRK,25911,911,10,713751,4141968,0,53
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Croatia,2013-01-11,"The Twilight Saga: Breaking Dawn, Part 2",12,10,2774,HRK,15736,586,3,719793,4083098,0,60
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Croatia,2013-01-18,"The Twilight Saga: Breaking Dawn, Part 2",15,12,1380,HRK,7852,599,3,721282,4104095,0,67
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Croatia,2013-01-25,"The Twilight Saga: Breaking Dawn, Part 2",15,15,1380,HRK,7771,541,2,722663,4069171,0,74
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Croatia,2013-02-01,"The Twilight Saga: Breaking Dawn, Part 2",21,15,474,HRK,2628,176,2,746458,4138736,0,81
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Czech Republic,2012-11-16,"The Twilight Saga: Breaking Dawn, Part 2",1,0,1417899,CZK,28477367,213280,121,1428927,28698856,0,4
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Czech Republic,2012-11-23,"The Twilight Saga: Breaking Dawn, Part 2",1,1,383435,CZK,7493547,53568,64,2217329,43333704,0,11
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Czech Republic,2012-11-30,"The Twilight Saga: Breaking Dawn, Part 2",2,1,145902,CZK,2834803,20279,54,2498214,48539049,0,18
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Czech Republic,2012-12-07,"The Twilight Saga: Breaking Dawn, Part 2",3,2,78366,CZK,1526946,11145,54,2623073,51110053,0,25
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Czech Republic,2012-12-14,"The Twilight Saga: Breaking Dawn, Part 2",4,3,41766,CZK,803778,5626,35,2697308,51909153,0,32
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Czech Republic,2013-01-04,"The Twilight Saga: Breaking Dawn, Part 2",8,0,7668,CZK,149175,1230,16,2858134,55602710,0,53
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Czech Republic,2013-01-11,"The Twilight Saga: Breaking Dawn, Part 2",10,8,5001,CZK,96055,799,16,2865195,55032373,0,60
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Denmark,2012-11-16,"The Twilight Saga: Breaking Dawn, Part 2",1,0,2031546,DKK,11917049,144763,94,2309649,13548401,0,4
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Denmark,2012-11-23,"The Twilight Saga: Breaking Dawn, Part 2",1,1,703788,DKK,4049315,51339,100,3631588,20894705,0,11
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Denmark,2012-11-30,"The Twilight Saga: Breaking Dawn, Part 2",2,1,332938,DKK,1908833,24140,78,4208458,24128352,0,18
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Denmark,2012-12-07,"The Twilight Saga: Breaking Dawn, Part 2",2,2,172461,DKK,994048,59,59,4498221,25927296,0,25
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Denmark,2012-12-14,"The Twilight Saga: Breaking Dawn, Part 2",3,2,88499,DKK,502727,6726,36,4644768,26385069,0,32
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Denmark,2013-01-04,"The Twilight Saga: Breaking Dawn, Part 2",9,0,28346,DKK,162040,2046,12,4969955,28410748,0,53
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Denmark,2013-01-11,"The Twilight Saga: Breaking Dawn, Part 2",11,9,12752,DKK,71258,949,7,4999912,27939508,0,60
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Ecuador,2012-11-16,"The Twilight Saga: Breaking Dawn, Part 2",1,0,780100,USD,780100,174348,54,780100,780100,0,3
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Ecuador,2012-11-23,"The Twilight Saga: Breaking Dawn, Part 2",1,1,431130,USD,431130,94740,54,1515778,1515778,0,10
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Ecuador,2012-11-30,"The Twilight Saga: Breaking Dawn, Part 2",2,1,216567,USD,216567,47621,54,1866041,1866041,0,17
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Ecuador,2012-12-07,"The Twilight Saga: Breaking Dawn, Part 2",2,2,107941,USD,107941,25245,28,2069076,2069076,0,24
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Ecuador,2012-12-21,"The Twilight Saga: Breaking Dawn, Part 2",3,0,24466,USD,24466,5946,22,2212826,2212826,0,38
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Ecuador,2012-12-28,"The Twilight Saga: Breaking Dawn, Part 2",6,3,4922,USD,4922,1255,5,2229037,2229037,0,45
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Egypt,2012-11-16,"The Twilight Saga: Breaking Dawn, Part 2",1,0,218991,EGP,1335736,41478,10,218991,1335736,0,5
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Egypt,2012-11-23,"The Twilight Saga: Breaking Dawn, Part 2",1,1,170557,EGP,1038266,34611,10,439777,2677142,0,12
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Egypt,2012-11-30,"The Twilight Saga: Breaking Dawn, Part 2",1,1,125000,EGP,764063,26206,10,594696,3635079,0,19
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Egypt,2012-12-07,"The Twilight Saga: Breaking Dawn, Part 2",1,1,72304,EGP,443513,15743,10,692092,4245292,0,26
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Egypt,2012-12-14,"The Twilight Saga: Breaking Dawn, Part 2",2,1,54593,EGP,337014,12384,9,762248,4705509,0,33
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Egypt,2012-12-21,"The Twilight Saga: Breaking Dawn, Part 2",2,2,43274,EGP,267143,9638,9,818180,5050871,0,40
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Egypt,2012-12-28,"The Twilight Saga: Breaking Dawn, Part 2",2,2,42457,EGP,262469,9405,9,873853,5402159,0,47
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Egypt,2013-01-04,"The Twilight Saga: Breaking Dawn, Part 2",4,2,28851,EGP,185322,6771,9,882320,5667494,0,54
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Egypt,2013-01-11,"The Twilight Saga: Breaking Dawn, Part 2",5,4,15832,EGP,103614,3814,8,910564,5959277,0,61
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Egypt,2013-01-18,"The Twilight Saga: Breaking Dawn, Part 2",3,5,15197,EGP,100376,3563,8,935042,6175952,0,68
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Egypt,2013-01-25,"The Twilight Saga: Breaking Dawn, Part 2",4,3,13157,EGP,87334,2922,4,955173,6340247,0,75
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Egypt,2013-02-01,"The Twilight Saga: Breaking Dawn, Part 2",4,4,9733,EGP,65381,2274,4,918905,6172744,0,82
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Egypt,2013-02-08,"The Twilight Saga: Breaking Dawn, Part 2",6,4,7711,EGP,51792,1684,3,931114,6254013,0,89
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Egypt,2013-02-15,"The Twilight Saga: Breaking Dawn, Part 2",6,6,4891,EGP,32930,1084,2,937042,6308916,0,96
139990100,"The Twilight Saga: Breaking Dawn, Part 2",Weekend,Egypt,2013-02-22,"The Twilight Saga: Breaking Dawn, Part 2",11,6,2272,EGP,15301,523,1,940432,6333245,0,103
