movie_odid,display_name,chart_date,vod_revenue,total_vod_revenue
181330100,Penguins of Madagascar,2018-07-22,1496,4264497
181330100,Penguins of Madagascar,2018-07-29,1533,4266030
181330100,Penguins of Madagascar,2018-08-05,1585,4267615
181330100,Penguins of Madagascar,2018-08-12,1415,4269030
181330100,Penguins of Madagascar,2018-08-19,1402,4270432
181330100,Penguins of Madagascar,2018-08-26,1491,4271923
181330100,Penguins of Madagascar,2018-09-02,1802,4273725
181330100,Penguins of Madagascar,2018-09-09,1490,4275215
181330100,Penguins of Madagascar,2018-09-16,1269,4276484
181330100,Penguins of Madagascar,2018-09-23,1565,4278049
181330100,Penguins of Madagascar,2018-09-30,1467,4279516
181330100,Penguins of Madagascar,2018-10-07,1246,4280762
181330100,Penguins of Madagascar,2018-10-14,1255,4282017
181330100,Penguins of Madagascar,2018-10-21,1171,4283188
181330100,Penguins of Madagascar,2018-10-28,2990,4286178
181330100,Penguins of Madagascar,2018-11-04,3912,4290090
181330100,Penguins of Madagascar,2018-11-11,2994,4293084
181330100,Penguins of Madagascar,2018-11-18,1333,4294417
181330100,Penguins of Madagascar,2018-11-25,1263,4295680
181330100,Penguins of Madagascar,2018-12-02,1060,4296740
181330100,Penguins of Madagascar,2018-12-09,1192,4297932
181330100,Penguins of Madagascar,2018-12-16,1306,4299238
181330100,Penguins of Madagascar,2018-12-23,772,4300010
181330100,Penguins of Madagascar,2018-12-30,819,4300829
181330100,Penguins of Madagascar,2019-01-06,1342,4302171
181330100,Penguins of Madagascar,2019-01-13,1511,4303682
181330100,Penguins of Madagascar,2019-01-20,1928,4305610
181330100,Penguins of Madagascar,2019-01-27,1693,4307303
181330100,Penguins of Madagascar,2019-02-03,1343,4308646
181330100,Penguins of Madagascar,2019-02-10,1324,4309970
181330100,Penguins of Madagascar,2019-02-17,1076,4311046
181330100,Penguins of Madagascar,2019-02-24,2030,4313076
181330100,Penguins of Madagascar,2019-03-03,1332,4314408
181330100,Penguins of Madagascar,2019-03-10,1757,4316165
180630100,Minions,2015-11-29,967492,967492
180630100,Minions,2015-12-06,480096,1447588
180630100,Minions,2015-12-13,911507,2359095
180630100,Minions,2015-12-20,835758,3194853
180630100,Minions,2015-12-27,401206,3596059
180630100,Minions,2016-01-03,456036,4052095
180630100,Minions,2016-01-10,371649,4423744
180630100,Minions,2016-01-17,294286,4718030
180630100,Minions,2016-01-24,255643,4973673
180630100,Minions,2016-01-31,222550,5196223
180630100,Minions,2016-02-07,170706,5366929
180630100,Minions,2016-02-14,244274,5611203
180630100,Minions,2016-02-21,249210,5860413
180630100,Minions,2016-02-28,175909,6036322
180630100,Minions,2016-03-06,115246,6151568
180630100,Minions,2016-03-13,130327,6281895
180630100,Minions,2016-03-20,126426,6408321
180630100,Minions,2016-03-27,150266,6558587
180630100,Minions,2016-04-03,117184,6675771
180630100,Minions,2016-04-10,98961,6774732
180630100,Minions,2016-04-17,101599,6876331
180630100,Minions,2016-04-24,68651,6944982
180630100,Minions,2016-05-01,68898,7013880
180630100,Minions,2016-05-08,64573,7078453
180630100,Minions,2016-05-15,109620,7188073
180630100,Minions,2016-05-22,102459,7290532
180630100,Minions,2016-05-29,104589,7395121
180630100,Minions,2016-06-05,107434,7502555
180630100,Minions,2016-06-12,36406,7538961
180630100,Minions,2016-06-19,76499,7615460
180630100,Minions,2016-06-26,61607,7677067
180630100,Minions,2016-07-03,60101,7737168
180630100,Minions,2016-07-10,57210,7794378
180630100,Minions,2016-07-17,70213,7864591
180630100,Minions,2016-07-24,52743,7917334
180630100,Minions,2016-07-31,37025,7954359
180630100,Minions,2016-08-07,34342,7988701
180630100,Minions,2016-08-14,39309,8028010
180630100,Minions,2016-08-21,29245,8057255
180630100,Minions,2016-08-28,33775,8091030
180630100,Minions,2016-09-04,33573,8124603
180630100,Minions,2016-09-11,36515,8161118
180630100,Minions,2016-09-18,39180,8200298
180630100,Minions,2016-09-25,34036,8234334
180630100,Minions,2016-10-02,29726,8264060
180630100,Minions,2016-10-09,29452,8293512
180630100,Minions,2016-10-16,33817,8327329
180630100,Minions,2016-10-23,15359,8342688
180630100,Minions,2016-10-30,26550,8369238
180630100,Minions,2016-11-06,23519,8392757
180630100,Minions,2016-11-13,24963,8417720
180630100,Minions,2016-11-20,28041,8445761
180630100,Minions,2016-11-27,30332,8476093
180630100,Minions,2016-12-04,25879,8501972
180630100,Minions,2016-12-11,28163,8530135
180630100,Minions,2016-12-18,23511,8553646
180630100,Minions,2016-12-25,22886,8576532
180630100,Minions,2017-01-01,32226,8608758
180630100,Minions,2017-01-08,33639,8642397
180630100,Minions,2017-01-15,14075,8656472
180630100,Minions,2017-01-22,31809,8688281
180630100,Minions,2017-01-29,33804,8722085
180630100,Minions,2017-02-05,32071,8754156
180630100,Minions,2017-02-12,33429,8787585
180630100,Minions,2017-02-19,35512,8823097
180630100,Minions,2017-02-26,33518,8856615
180630100,Minions,2017-03-05,35666,8892281
180630100,Minions,2017-03-12,30448,8922729
180630100,Minions,2017-03-19,26064,8948793
180630100,Minions,2017-03-26,33034,8981827
180630100,Minions,2017-04-02,32707,9014534
180630100,Minions,2017-04-09,32675,9047209
180630100,Minions,2017-04-16,31587,9078796
180630100,Minions,2017-04-23,9969,9088765
180630100,Minions,2017-04-30,30159,9118924
180630100,Minions,2017-05-07,31431,9150355
180630100,Minions,2017-05-14,37101,9187456
180630100,Minions,2017-05-21,38718,9226174
180630100,Minions,2017-05-28,47454,9273628
180630100,Minions,2017-06-04,39837,9313465
180630100,Minions,2017-06-11,47257,9360722
180630100,Minions,2017-06-18,43585,9404307
180630100,Minions,2017-06-25,40397,9444704
180630100,Minions,2017-07-02,39268,9483972
180630100,Minions,2017-07-09,61032,9545004
180630100,Minions,2017-07-16,57586,9602590
180630100,Minions,2017-07-23,66338,9668928
180630100,Minions,2017-07-30,68368,9737296
180630100,Minions,2017-08-06,52909,9790205
180630100,Minions,2017-08-13,13950,9804155
180630100,Minions,2017-08-20,31856,9836011
180630100,Minions,2017-08-27,41838,9877849
180630100,Minions,2017-09-03,30011,9907860
180630100,Minions,2017-09-10,25757,9933617
180630100,Minions,2017-09-17,34250,9967867
180630100,Minions,2017-09-24,12878,9980745
180630100,Minions,2017-10-01,4263,9985008
180630100,Minions,2017-10-08,337,9985345
180630100,Minions,2017-10-15,1095,9986440
180630100,Minions,2017-10-22,954,9987394
180630100,Minions,2017-10-29,303,9987697
180630100,Minions,2017-11-05,13360,10001057
180630100,Minions,2017-11-12,48061,10049118
180630100,Minions,2017-11-19,58474,10107592
180630100,Minions,2017-11-26,29955,10137547
180630100,Minions,2017-12-03,9925,10147472
180630100,Minions,2017-12-10,32523,10179995
180630100,Minions,2017-12-17,41997,10221992
180630100,Minions,2017-12-24,36454,10258446
180630100,Minions,2017-12-31,28745,10287191
180630100,Minions,2018-01-07,26022,10313213
180630100,Minions,2018-01-14,10526,10323739
180630100,Minions,2018-01-21,25546,10349285
180630100,Minions,2018-01-28,39666,10388951
180630100,Minions,2018-02-04,44748,10433699
180630100,Minions,2018-02-11,18866,10452565
180630100,Minions,2018-02-18,23558,10476123
180630100,Minions,2018-02-25,26638,10502761
180630100,Minions,2018-03-04,24532,10527293
180630100,Minions,2018-03-11,26269,10553562
180630100,Minions,2018-03-18,20980,10574542
180630100,Minions,2018-03-25,19569,10594111
180630100,Minions,2018-04-01,16861,10610972
180630100,Minions,2018-04-08,17722,10628694
180630100,Minions,2018-04-15,17162,10645856
180630100,Minions,2018-04-22,23940,10669796
180630100,Minions,2018-04-29,26279,10696075
180630100,Minions,2018-05-06,27136,10723211
180630100,Minions,2018-05-13,29498,10752709
180630100,Minions,2018-05-20,24840,10777549
180630100,Minions,2018-05-27,25450,10802999
180630100,Minions,2018-06-03,25724,10828723
180630100,Minions,2018-06-10,21492,10850215
180630100,Minions,2018-06-17,21037,10871252
180630100,Minions,2018-06-24,19331,10890583
180630100,Minions,2018-07-01,17430,10908013
180630100,Minions,2018-07-08,17387,10925400
180630100,Minions,2018-07-15,18067,10943467
180630100,Minions,2018-07-22,18556,10962023
180630100,Minions,2018-07-29,19913,10981936
180630100,Minions,2018-08-05,19484,11001420
180630100,Minions,2018-08-12,17496,11018916
180630100,Minions,2018-08-19,17323,11036239
180630100,Minions,2018-08-26,18257,11054496
180630100,Minions,2018-09-02,17895,11072391
180630100,Minions,2018-09-09,17586,11089977
180630100,Minions,2018-09-16,18198,11108175
180630100,Minions,2018-09-23,20037,11128212
180630100,Minions,2018-09-30,19010,11147222
180630100,Minions,2018-10-07,18445,11165667
180630100,Minions,2018-10-14,17777,11183444
180630100,Minions,2018-10-21,18513,11201957
180630100,Minions,2018-10-28,19555,11221512
180630100,Minions,2018-11-04,19082,11240594
180630100,Minions,2018-11-11,21715,11262309
180630100,Minions,2018-11-18,13794,11276103
180630100,Minions,2018-11-25,17157,11293260
180630100,Minions,2018-12-02,18049,11311309
180630100,Minions,2018-12-09,16668,11327977
180630100,Minions,2018-12-16,17205,11345182
180630100,Minions,2018-12-23,17578,11362760
180630100,Minions,2018-12-30,17345,11380105
180630100,Minions,2019-01-06,24965,11405070
180630100,Minions,2019-01-13,23299,11428369
180630100,Minions,2019-01-20,25608,11453977
180630100,Minions,2019-01-27,31841,11485818
180630100,Minions,2019-02-03,30149,11515967
180630100,Minions,2019-02-10,35786,11551753
180630100,Minions,2019-02-17,31158,11582911
180630100,Minions,2019-02-24,31422,11614333
180630100,Minions,2019-03-03,32302,11646635
180630100,Minions,2019-03-10,35927,11682562
