movie_odid,display_name,billing,person_odid,person,role
181330100,Penguins of Madagascar,161,946170401,Kaustubh Patil,Lighting
181330100,Penguins of Madagascar,162,946180401,Jean Joseph Philip,Lighting
181330100,Penguins of Madagascar,163,946190401,Ram Prasad Devanathan,Lighting
181330100,Penguins of Madagascar,164,946200401,Sai Raghunandan G,Lighting
181330100,Penguins of Madagascar,165,946210401,Aditya Sharma,Lighting
181330100,Penguins of Madagascar,166,946220401,Honey Sharma,Lighting
181330100,Penguins of Madagascar,167,946230401,Sukhpal Singh Vasdev,Lighting
181330100,Penguins of Madagascar,168,764770401,Annmarie Koenig,Lighting
181330100,Penguins of Madagascar,169,726020401,David Lawson,Lighting
181330100,Penguins of Madagascar,170,946280401,M. Scott McKee,Lighting
181330100,Penguins of Madagascar,171,946290401,Udai Haraguchi,Lighting
181330100,Penguins of Madagascar,172,946300401,Amy Jones,Lighting
181330100,Penguins of Madagascar,173,946310401,Michel Kinfoussia,Lighting
181330100,Penguins of Madagascar,174,946320401,Lyndon Li,Lighting
181330100,Penguins of Madagascar,175,946330401,Kieron Cheuk-Chi Lo,Lighting
181330100,Penguins of Madagascar,176,946340401,Amber Stewart Lunderville,Lighting
181330100,Penguins of Madagascar,177,946350401,Jennifer Leigh King,Lighting
181330100,Penguins of Madagascar,178,946360401,Erin Lehmkuhl,Lighting
181330100,Penguins of Madagascar,179,946370401,Chris Lexington,Lighting
181330100,Penguins of Madagascar,180,946380401,Linhan Li,Lighting
181330100,Penguins of Madagascar,181,946390401,Jimmy Maidens,Lighting
181330100,Penguins of Madagascar,182,946400401,Campbell McGrouther,Lighting
181330100,Penguins of Madagascar,183,946410401,Yuko Okumura,Lighting
181330100,Penguins of Madagascar,184,946420401,Rupali Parekh,Lighting
181330100,Penguins of Madagascar,185,204260401,Eric Roth,Lighting
181330100,Penguins of Madagascar,186,946430401,Devank Patel,Lighting
181330100,Penguins of Madagascar,187,946440401,Aditya P. Prabhu,Lighting
181330100,Penguins of Madagascar,188,946450401,Ashish Dantu,Supervising Technical Director
181330100,Penguins of Madagascar,189,946460401,Adam Gaige,Supervising Technical Director
181330100,Penguins of Madagascar,190,946480401,Mollie Garno,Additional Casting
181330100,Penguins of Madagascar,191,946490401,Liz Molholt,Additional Casting
181330100,Penguins of Madagascar,192,845130401,James Beshears,Post-Production Executive
181330100,Penguins of Madagascar,193,777680401,Greg ten Bosch,Sound Effects Editor
181330100,Penguins of Madagascar,194,689430401,Christian Schaaning,Sound Effects Editor
181330100,Penguins of Madagascar,195,484290401,Bruce Tanis,Sound Effects Editor
181330100,Penguins of Madagascar,196,650790401,Jamie Hardt,Sound Effects Editor
181330100,Penguins of Madagascar,197,1326190401,Randy Singer,Foley Mixer
181330100,Penguins of Madagascar,198,690760401,Maryjo Lang,Foley Mixer
181330100,Penguins of Madagascar,199,484300401,Slamm Andrews,Music Editor
181330100,Penguins of Madagascar,200,276640401,Tom Carlson,Music Editor
181330100,Penguins of Madagascar,201,724120401,Geoff Foster,Score Recordist
181330100,Penguins of Madagascar,202,362720401,Dennis Sands,Score Mixer
180630100,Minions,1,174830401,Pierre Coffin,Director
180630100,Minions,2,329860401,Kyle Balda,Director
180630100,Minions,3,225860401,Brian Lynch,Screenwriter
180630100,Minions,4,206150401,Christopher Meledandri,Producer
180630100,Minions,5,206140401,Janet Healy,Producer
180630100,Minions,6,174840401,Chris Renaud,Executive Producer
180630100,Minions,7,315110401,Eric Guillon,Production Designer
180630100,Minions,8,329840401,Claire Dodgson,Editor
180630100,Minions,9,199050401,Heitor Pereira,Composer
180630100,Minions,10,315110401,Eric Guillon,Character Designer
180630100,Minions,11,715600401,Robert Taylor,Associate Producer
180630100,Minions,12,1070000401,Brett Hoffman,Associate Producer
180630100,Minions,13,329880401,Nathalie Vaincauwenberghe,Production Supervisor
180630100,Minions,14,738540401,Olivier Adam,Art Director
180630100,Minions,15,1070010401,Bruno Dequier,Animation Director
180630100,Minions,16,1070020401,Pierre Leduc,Animation Director
180630100,Minions,17,518250401,Pierre Avon,Supervising Animator
180630100,Minions,18,1070030401,Simon Cuisinier,Animation Supervisor
180630100,Minions,19,1070040401,Luc Degardin,Animation Supervisor
180630100,Minions,20,1070050401,Christophe Delisle,Animation Supervisor
180630100,Minions,21,1070060401,Jonathan Del Val,Animation Supervisor
180630100,Minions,22,1070070401,Audrey Fobis,Animation Supervisor
180630100,Minions,23,1070080401,Ludovic Savonniere,Animation Supervisor
180630100,Minions,24,518300401,Emmanuel Vergne,Animation Supervisor
180630100,Minions,25,1070090401,Elisabeth Patte,Simulation & Crowds Supervisor
180630100,Minions,26,1070100401,Christele Jolens,Technical Animation Supervisor
180630100,Minions,27,518240401,Laurent De La Chapelle,Technical Animation Supervisor
180630100,Minions,28,1070110401,David Rodrigues,Character Effects Supervisor
180630100,Minions,29,1070120401,Dave Rosenbaum,Story Supervisor
180630100,Minions,30,945400401,Tiffany Hillkurtz,Associate Editor
180630100,Minions,31,1070130401,Prakash Patel,Assistant Editor
180630100,Minions,32,1070140401,Lisa Shaw Phillips,Assistant Editor
180630100,Minions,33,1070150401,Rachel Brennan,Assistant Editor
180630100,Minions,34,203780401,Ken Schretzmann,Additional Editor
180630100,Minions,35,1070160401,Didier Ah-Koon,Story Artist
180630100,Minions,36,1070170401,Marco Allard,Story Artist
180630100,Minions,37,1070180401,Eric Delbecq,Story Artist
180630100,Minions,38,1070190401,Antoine Ettori,Story Artist
180630100,Minions,39,1070200401,Serguei Kouchnerov,Story Artist
180630100,Minions,40,1070210401,Habib Louati,Story Artist
180630100,Minions,41,1070220401,Nolwenn Roberts,Story Artist
180630100,Minions,42,518330401,Paul Mager,Set Designer
180630100,Minions,43,1070230401,Vincent Massy De La Chesneraye,Set Designer
180630100,Minions,44,1070240401,Charlotte Hutchinson,Set Designer
180630100,Minions,45,1070250401,Brett Nystul,Set Designer
180630100,Minions,46,518320401,Loic Rastout,Set Designer
180630100,Minions,47,1070260401,Thomas Reteuna,Set Designer
180630100,Minions,48,1070270401,Alexandre Saint-Martin,Set Designer
180630100,Minions,49,1070300401,Jeannine Berger,Post-Production Supervisor
180630100,Minions,50,344050401,Dennis Leonard,Supervising Sound Editor
180630100,Minions,51,127800401,Christopher Scarabosio,Sound Designer
180630100,Minions,52,311930401,Gary A. Rizzo,Re-recording Mixer
180630100,Minions,53,127800401,Christopher Scarabosio,Re-recording Mixer
180630100,Minions,54,354930401,Jeremy Bowker,Sound Effects Editor
180630100,Minions,55,951900401,Luke Dunn Gielmuda,Sound Effects Editor
180630100,Minions,56,779620401,Josh Gold,Sound Effects Editor
180630100,Minions,57,484300401,Slamm Andrews,Music Editor
180630100,Minions,58,322480401,Shawn Murphy,Score Recordist
180630100,Minions,59,322480401,Shawn Murphy,Score Mixer
